"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         257,      -5.612022001,      -5.902017009,      -5.731924301,      -4.883146549,      -6.451094978
          0,           0,         258,      -5.626606996,      -5.913730061,      -5.691628312,      -4.897915339,      -6.448673568
          0,           0,         259,      -5.644448704,      -5.931030993,      -5.691064568,      -4.914087572,      -6.446455467
          0,           0,         260,      -5.653093589,       -5.91985277,      -5.708676065,      -4.923081364,      -6.444514514
          0,           0,         261,      -5.647704537,      -5.928701915,      -5.745970073,      -4.917385738,      -6.442764273
          0,           0,         262,      -5.602406233,      -5.872019211,      -5.707463147,      -4.875186574,      -6.440621593
          0,           0,         263,      -5.592056757,      -5.895431779,      -5.699426886,      -4.863833356,      -6.438407612
          0,           0,         264,      -5.605475958,      -5.888454729,      -5.689091522,      -4.877415907,      -6.436198001
          0,           0,         265,      -5.621611966,      -5.918486192,      -5.709425182,      -4.891996044,      -6.434037238
          0,           0,         266,      -5.626839711,      -5.906734816,      -5.727124367,      -4.897767059,      -6.431770721
          0,           0,         267,      -5.611152329,      -5.882102092,      -5.728990806,      -4.880100056,      -6.429211411
          0,           0,         268,      -5.603930225,      -5.903894932,      -5.688646462,      -4.876044147,      -6.426565933
          0,           0,         269,      -5.601366767,      -5.909424062,      -5.695519374,      -4.872783323,      -6.423886575
          0,           0,         270,      -5.599060813,      -5.904842364,       -5.71548693,      -4.871211449,      -6.421240785
          0,           0,         271,      -5.606724744,      -5.924742954,      -5.719405594,      -4.877942102,      -6.418669266
